y,treat,asian,hispanic,black,natamer,urban,neast,ncentral,south,sibs,bedroom,twoparent,ses,test,sessq,testsq,sestest,twoblack,neastblack,ncentralblack,southblack,twohisp,neasthisp,ncentralhisp,southhisp,yt,yc,dshock,d
104.32982158310841,0,0,0,0,0,0.0,1,0,0,5.0,1,1,-0.2634504480069346,1.2889710905504033,0.06940613855505456,1.661446472274696,-0.33958001127349086,0,0,0,0,0,0,0,0,109.20713884820566,104.32982158310841,-1.020404298193432,4.877317265097251
86.78510164255056,0,0,0,0,0,0.0,1,0,0,4.0,1,1,-0.38758823613937177,0.24203511823094281,0.1502246407936294,0.05858099845706646,-0.09380996455891542,0,0,0,0,0,0,0,0,94.200429564822,86.78510164255056,1.20244083893887,7.41532792227145
95.21571701588118,0,0,0,0,0,0.0,1,0,0,2.0,1,0,-1.1543322599907042,-1.254052254716378,1.3324829664552467,1.5726470575592313,1.4475929733331947,0,0,0,0,0,0,0,0,102.46162017909315,95.21571701588118,2.068725464362966,7.245903163211967
126.33004176367726,0,0,0,0,0,0.0,1,0,0,3.0,1,1,1.0919143389155268,1.109640140349461,1.192276923529332,1.2313012410747712,1.211631980283814,0,0,0,0,0,0,0,0,133.72936031892456,126.33004176367726,0.6352792305507177,7.3993185552473095
85.08572328748943,0,0,0,0,0,0.0,1,0,0,2.0,1,1,0.9653977486229671,-1.9915848749471305,0.9319928130462937,3.9664103141181775,-1.9226715544655133,0,0,0,0,0,0,0,0,90.23229662168036,85.08572328748943,-2.297439230305344,5.1465733341909345
88.63822730069697,0,0,0,0,0,0.0,1,0,0,2.0,1,1,1.311234106622313,1.6907380274607327,1.7193348823696153,2.858595077501809,2.2169533669698454,0,0,0,0,0,0,0,0,93.92632280931838,88.63822730069697,-0.8631853155421715,5.2880955086214065
120.14210296003586,0,0,0,0,0,0.0,1,0,0,0.0,1,1,1.4035369280212584,1.0082960336173565,1.9699159083193511,1.0166608914084934,1.415180717559324,0,0,0,0,0,0,0,0,125.50992620739986,120.14210296003586,-0.5803637550752219,5.367823247363996
117.94288180993256,0,0,0,0,0,0.0,1,0,0,3.0,1,1,0.31515342692859444,-0.33311868191848115,0.09932168250483692,0.11096805624310623,-0.10498349418054574,0,0,0,0,0,0,0,0,128.6537055601266,117.94288180993256,5.986003290456102,10.710823750194042
119.75935261877794,0,0,0,0,0,0.0,1,0,0,3.0,0,1,0.457936662135791,2.193712239152841,0.20970598652806957,4.8123733882089725,1.0045812604840842,0,0,0,0,0,0,0,0,128.622848416884,119.75935261877794,2.438764936894396,8.863495798106078
98.93969159923931,0,0,0,0,0,0.0,1,0,0,2.0,1,1,1.4123468178938432,1.083941641735533,1.9947235340148646,1.1749294826883225,1.5309015284878082,0,0,0,0,0,0,0,0,104.46977285372269,98.93969159923931,-0.08836016179372644,5.530081254483374
