y,treat,asian,hispanic,black,natamer,urban,neast,ncentral,south,sibs,bedroom,twoparent,ses,test,sessq,testsq,sestest,twoblack,neastblack,ncentralblack,southblack,twohisp,neasthisp,ncentralhisp,southhisp,yt,yc,dshock,d
126.20814279474111,0,0,0,0,0,0.0,1,0,0,2.0,1,1,1.8867624943223902,0.7367446043973703,3.5598727099816476,0.5427926121086377,1.390062087471345,0,0,0,0,0,0,0,0,132.70977652854637,126.20814279474111,0.7946142321529115,6.501633733805254
87.97653839756394,0,0,0,0,0,0.0,1,0,0,3.0,0,1,-0.26032784151825283,-1.0341575328117205,0.06777058506955257,1.0694818026712247,0.26921999830671695,0,0,0,0,0,0,0,0,92.2267451390137,87.97653839756394,-0.9722846127315452,4.250206741449764
105.0472858870672,0,0,0,0,0,0.0,1,0,0,0.0,0,1,0.1341068769230104,-0.08606885391158225,0.017984654438043462,0.007407847613653288,-0.011542425198425124,0,0,0,0,0,0,0,0,112.44184512785507,105.0472858870672,1.3065952685447295,7.394559240787877
110.86216869347119,0,0,0,0,0,0.0,1,0,0,3.0,1,1,1.0884124156088733,0.5263523472273388,1.1846415864515427,0.27704679343172905,0.5728884297071083,0,0,0,0,0,0,0,0,117.92010203694471,110.86216869347119,1.2230408720536867,7.057933343473529
100.16749653604346,0,0,0,0,0,0.0,1,0,0,4.0,1,1,0.46079288465886503,0.35997748846241906,0.2123300825522381,0.12958379219971106,0.1658750653208514,0,0,0,0,0,0,0,0,104.90391983515093,100.16749653604346,-1.529295647968091,4.736423299107464
98.00425731537605,0,0,0,0,0,0.0,1,0,0,2.0,1,1,1.1037061770391587,-0.8077922070491275,1.2181673252343947,0.6525282497693005,-0.891565248684217,0,0,0,0,0,0,0,0,103.26299645069992,98.00425731537605,-0.5412700781201664,5.258739135323865
112.69790870723071,0,0,0,0,0,0.0,1,0,0,5.0,1,1,0.09766151872889114,0.6495484401060992,0.009537772240433557,0.4219131760442668,0.06343588714874383,0,0,0,0,0,0,0,0,116.67681195120497,112.69790870723071,-2.6146683837359133,3.9789032439742646
115.24338563263346,0,0,0,0,0,0.0,1,0,0,4.0,1,1,1.4104243378020929,-0.31454908566099904,1.9892968126644721,0.09894112729017052,-0.44364768584966835,0,0,0,0,0,0,0,0,121.12052407451382,115.24338563263346,-0.45384286428346665,5.877138441880357
115.26872259712778,0,0,0,0,0,0.0,1,0,0,3.0,1,1,0.1979718655443049,1.5909163709693732,0.03919285954709234,2.5310148994183606,0.31495668188578224,0,0,0,0,0,0,0,0,118.19006827237207,115.26872259712778,-3.2762490175902634,2.9213456752442903
78.32701336842115,0,0,0,0,0,0.0,1,0,0,2.0,0,1,-0.31079153830075756,-0.02036811090251732,0.09659138027935125,0.0004148599417372449,0.00633023651967379,0,0,0,0,0,0,0,0,82.9444709468626,78.32701336842115,-1.2423263044633464,4.617457578441443
85.29663265438177,0,0,0,0,0,0.0,1,0,0,1.0,0,1,0.9769486527773692,-0.2548413656070121,0.9544286701635167,0.06494412162444681,-0.24896692880171545,0,0,0,0,0,0,0,0,94.02411798656865,85.29663265438177,2.3394420949975183,8.727485332186884
114.18164316370752,0,0,0,0,0,0.0,1,0,0,0.0,1,1,0.3145253579716277,0.2741912557180763,0.09892620080718054,0.0751808447122555,0.08624010285741805,0,0,0,0,0,0,0,0,118.02435757316584,114.18164316370752,-1.6686639685269393,3.8427144094583294
