y,treat,asian,hispanic,black,natamer,urban,neast,ncentral,south,sibs,bedroom,twoparent,ses,test,sessq,testsq,sestest,twoblack,neastblack,ncentralblack,southblack,twohisp,neasthisp,ncentralhisp,southhisp,yt,yc,dshock,d
113.55588093493326,0,0,0,0,0,0.0,1,0,0,1.0,1,1,-1.3839041314964602,0.24618098974187907,1.9151906451729717,0.06060507971029117,-0.34069088879967413,0,0,0,0,0,0,0,0,121.62304824941324,113.55588093493326,1.7313991885575266,8.067167314479995
87.94643513997627,1,0,0,0,0,0.0,1,0,0,4.0,1,1,-0.09804473404993197,-1.7439106268201503,0.009612769874921889,3.0412242743362494,0.1709812536134318,0,0,0,0,0,0,0,0,87.94643513997627,80.54302732110824,0.5150853674075019,7.403407818868036
105.2342748207009,0,0,0,0,0,0.0,1,0,0,4.0,1,1,-0.5559910054792144,0.42998338687162596,0.30912599817378783,0.18488571298559436,-0.23906689560611336,0,0,0,0,0,0,0,0,112.49508543126935,105.2342748207009,0.4504910976043873,7.260810610568446
85.79530932931053,0,0,0,0,0,0.0,1,0,0,3.0,0,1,-0.7176966619249369,-0.30968480531373654,0.5150884985381972,0.0959046786422069,0.22225975102254267,0,0,0,0,0,0,0,0,88.52212648210352,85.79530932931053,-2.395195832032645,2.726817152792996
92.2052155092058,0,0,0,0,0,0.0,1,0,0,4.0,1,1,1.1213381515738488,0.32851673916775026,1.2573992501750557,0.10792324791341165,0.3683783530594333,0,0,0,0,0,0,0,0,98.14612013633673,92.2052155092058,0.02200573750818184,5.940904627130936
101.52099591901764,0,0,0,0,0,0.0,1,0,0,1.0,1,1,0.1731164885613259,0.046717400968797354,0.029969318611803675,0.002182515553279388,0.008087552410429683,0,0,0,0,0,0,0,0,105.75936437495598,101.52099591901764,-1.7412138283973557,4.238368455938344
101.28770402476147,0,0,0,0,0,0.0,1,0,0,4.0,0,1,0.5555888696997873,-0.4712818742652092,0.3086789921342872,0.22210660501092844,-0.2618389638330048,0,0,0,0,0,0,0,0,109.65270149271441,101.28770402476147,1.7764968719667007,8.36499746795295
131.06766692679344,1,0,0,0,0,0.0,1,0,0,4.0,1,1,-0.12553189549429705,-0.5963363164079633,0.015758256786391117,0.3556170022670185,0.0748592281507785,0,0,0,0,0,0,0,0,131.06766692679344,126.56462561266386,-1.3758422392314162,4.5030413141295895
66.79383137234161,0,0,0,0,0,0.0,1,0,0,3.0,0,1,-0.0991728273781527,-0.8321726211034254,0.009835249690176873,0.6925112713141451,0.08252891170151487,0,0,0,0,0,0,0,0,73.42097146644709,66.79383137234161,0.4369513403728609,6.6271400941054655
82.65857763086122,0,0,0,0,0,0.0,1,0,0,3.0,1,1,1.2285488627068635,0.22322661035770025,1.5093323080583276,0.049830119571788525,0.2742447982808608,0,0,0,0,0,0,0,0,89.36983143939092,82.65857763086122,0.5580398608765197,6.711253808529707
