data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
PSID,0.0,47.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,50.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,44.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,28.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,55.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,47.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,50.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4728.725
PSID,0.0,49.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,55.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,34.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,34.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,11821.813
PSID,0.0,55.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,52.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,52.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,30.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,46.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,53.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9014.132
PSID,0.0,49.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,13299.539
PSID,0.0,39.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1921.0446
PSID,0.0,26.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,11821.813
PSID,0.0,32.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,34.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,31.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,39.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,8866.359
PSID,0.0,40.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,31.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,27.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,28076.805
PSID,0.0,48.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,41.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,50.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSID,0.0,48.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,12930.108
PSID,0.0,45.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,37.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,31.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,36.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,17732.719
PSID,0.0,44.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,28.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,30.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,42.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,30.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,27.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,37.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,37.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,45.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,22165.898
PSID,0.0,35.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,37.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,66497.695
PSID,0.0,27.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,47.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,48.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,42.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,43.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,29.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,8396.442
PSID,0.0,39.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,32.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,48.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,48.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,41.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,42.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,42.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,42.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,29.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,26.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,43.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,36943.164
PSID,0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,37.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,54.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,48.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,38.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,37.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,27.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,51.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,39.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,55.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,34.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,50.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,50.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSID,0.0,21.0,14.0,0.0,1.0,0.0,0.0,0.0,71.6129,3657.3733
PSID,0.0,26.0,12.0,0.0,0.0,1.0,0.0,0.0,71.6129,0.0
PSID,0.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,692.85486,2659.9077
PSID,0.0,23.0,16.0,0.0,0.0,1.0,0.0,0.0,1521.7742,0.0
PSID,0.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,3222.5806,14777.266
PSID,0.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,3401.6128,5319.816
PSID,0.0,27.0,16.0,0.0,0.0,1.0,0.0,0.0,4833.871,0.0
PSID,0.0,25.0,12.0,0.0,0.0,1.0,0.0,0.0,5729.032,26599.078
PSID,0.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,6087.0967,7388.633
PSID,0.0,55.0,12.0,0.0,0.0,1.0,0.0,0.0,6266.129,10344.086
PSID,0.0,20.0,12.0,0.0,0.0,1.0,0.0,0.0,7161.2905,0.0
PSID,0.0,18.0,12.0,0.0,0.0,1.0,0.0,0.0,8056.4517,19210.445
PSID,0.0,27.0,12.0,0.0,0.0,1.0,0.0,0.0,8235.484,20688.172
PSID,0.0,28.0,16.0,0.0,0.0,1.0,0.0,0.0,8951.613,36943.164
PSID,0.0,36.0,12.0,1.0,0.0,1.0,0.0,0.0,8951.613,11821.813
PSID,0.0,33.0,13.0,1.0,0.0,1.0,0.0,0.0,10741.935,20688.172
PSID,0.0,36.0,12.0,0.0,0.0,1.0,0.0,0.0,10741.935,0.0
PSID,0.0,27.0,13.0,0.0,0.0,1.0,0.0,0.0,16112.903,29554.531
PSID,0.0,45.0,17.0,0.0,0.0,1.0,0.0,0.0,16112.903,17732.719
PSID,0.0,45.0,17.0,0.0,0.0,1.0,0.0,0.0,16112.903,17732.719
PSID,0.0,45.0,17.0,0.0,0.0,1.0,0.0,0.0,16112.903,17732.719
PSID,0.0,31.0,12.0,0.0,0.0,1.0,0.0,0.0,17903.227,0.0
PSID,0.0,34.0,12.0,0.0,0.0,1.0,0.0,0.0,17903.227,63542.242
PSID,0.0,34.0,12.0,0.0,0.0,1.0,0.0,0.0,17903.227,63542.242
PSID,0.0,47.0,14.0,0.0,0.0,1.0,0.0,0.0,17903.227,22165.898
PSID,0.0,35.0,16.0,0.0,0.0,1.0,0.0,0.0,19693.549,17732.719
PSID,0.0,43.0,17.0,0.0,0.0,1.0,0.0,0.0,21161.613,29554.531
PSID,0.0,25.0,12.0,1.0,0.0,1.0,0.0,0.0,21483.871,1220.6022
PSID,0.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,21483.871,22313.672
PSID,0.0,31.0,12.0,0.0,0.0,1.0,0.0,0.0,21483.871,20688.172
PSID,0.0,52.0,12.0,0.0,0.0,1.0,0.0,0.0,21483.871,22165.898
PSID,0.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,22558.064,32509.984
